Asset_Name,timestamp,Close
Bitcoin Cash,2018-11-20,247.3
Bitcoin Cash,2018-11-21,244.3467
Bitcoin Cash,2018-11-22,244.2333
Bitcoin Cash,2018-11-23,210.34
Bitcoin Cash,2018-11-24,210.18
Bitcoin Cash,2018-11-25,179.585
Bitcoin Cash,2018-11-26,182.77
Bitcoin Cash,2018-11-27,181.795
Bitcoin Cash,2018-11-28,177.7167
Bitcoin Cash,2018-11-29,189.5567
Bitcoin Cash,2018-11-30,180.27
Bitcoin Cash,2018-12-01,171.55
Bitcoin Cash,2018-12-02,171.0
Bitcoin Cash,2018-12-03,170.3975
Bitcoin Cash,2018-12-04,157.91
Bitcoin Cash,2018-12-05,147.1533
Bitcoin Cash,2018-12-06,128.735
Bitcoin Cash,2018-12-07,105.2225
Bitcoin Cash,2018-12-08,104.22
Bitcoin Cash,2018-12-09,99.51
Bitcoin Cash,2018-12-10,106.2325
Bitcoin Cash,2018-12-11,101.71
Bitcoin Cash,2018-12-12,95.5
Bitcoin Cash,2018-12-13,96.9
Bitcoin Cash,2018-12-14,87.12
Bitcoin Cash,2018-12-15,79.5967
Bitcoin Cash,2018-12-16,76.34
Bitcoin Cash,2018-12-17,79.195
Bitcoin Cash,2018-12-18,88.0167
Bitcoin Cash,2018-12-19,104.2925
Bitcoin Cash,2018-12-20,125.405
Bitcoin Cash,2018-12-21,189.365
Bitcoin Cash,2018-12-22,194.19
Bitcoin Cash,2018-12-23,194.8625
Bitcoin Cash,2018-12-24,196.0833
Bitcoin Cash,2018-12-25,180.695
Bitcoin Cash,2018-12-26,170.31
Bitcoin Cash,2018-12-27,173.3675
Bitcoin Cash,2018-12-28,147.3875
Bitcoin Cash,2018-12-29,172.0833
Bitcoin Cash,2018-12-30,161.815
Bitcoin Cash,2018-12-31,161.7125
Bitcoin Cash,2019-01-01,147.87
Bitcoin Cash,2019-01-02,163.5125
Bitcoin Cash,2019-01-03,169.6433
Bitcoin Cash,2019-01-04,159.31
Bitcoin Cash,2019-01-05,158.655
Bitcoin Cash,2019-01-06,157.645
Bitcoin Cash,2019-01-07,163.595
Bitcoin Cash,2019-01-08,159.0
Bitcoin Cash,2019-01-09,158.43
Bitcoin Cash,2019-01-10,157.825
Bitcoin Cash,2019-01-11,131.975
Bitcoin Cash,2019-01-12,128.355
Bitcoin Cash,2019-01-13,132.2833
Bitcoin Cash,2019-01-14,124.2267
Bitcoin Cash,2019-01-15,131.8367
Bitcoin Cash,2019-01-16,125.915
Bitcoin Cash,2019-01-17,127.575
Bitcoin Cash,2019-01-18,129.4567
Bitcoin Cash,2019-01-19,126.74
Bitcoin Cash,2019-01-20,128.24
Bitcoin Cash,2019-01-21,122.1233
Bitcoin Cash,2019-01-22,121.315
Bitcoin Cash,2019-01-23,127.15
Bitcoin Cash,2019-01-24,131.275
Bitcoin Cash,2019-01-25,128.14
Bitcoin Cash,2019-01-26,126.665
Bitcoin Cash,2019-01-27,125.39
Bitcoin Cash,2019-01-28,121.01
Bitcoin Cash,2019-01-29,111.0367
Bitcoin Cash,2019-01-30,109.27
Bitcoin Cash,2019-01-31,116.65
Bitcoin Cash,2019-02-01,113.61
Bitcoin Cash,2019-02-02,114.8033
Bitcoin Cash,2019-02-03,120.47
Bitcoin Cash,2019-02-04,117.6325
Bitcoin Cash,2019-02-05,118.155
Bitcoin Cash,2019-02-06,116.845
Bitcoin Cash,2019-02-07,113.8
Bitcoin Cash,2019-02-08,114.5167
Bitcoin Cash,2019-02-09,128.785
Bitcoin Cash,2019-02-10,127.375
Bitcoin Cash,2019-02-11,126.1967
Bitcoin Cash,2019-02-12,121.24
Bitcoin Cash,2019-02-13,122.47
Bitcoin Cash,2019-02-14,121.2233
Bitcoin Cash,2019-02-15,120.24
Bitcoin Cash,2019-02-16,120.585
Bitcoin Cash,2019-02-17,120.65
Bitcoin Cash,2019-02-18,123.3
Bitcoin Cash,2019-02-19,142.93
Bitcoin Cash,2019-02-20,140.8433
Bitcoin Cash,2019-02-21,145.97
Bitcoin Cash,2019-02-22,140.81
Bitcoin Cash,2019-02-23,142.685
Bitcoin Cash,2019-02-24,152.79
Bitcoin Cash,2019-02-25,126.5033
Bitcoin Cash,2019-02-26,133.09
Bitcoin Cash,2019-02-27,131.6267
Bitcoin Cash,2019-02-28,130.5667
Bitcoin Cash,2019-03-01,129.51
Bitcoin Cash,2019-03-02,130.6733
Bitcoin Cash,2019-03-03,130.24
Bitcoin Cash,2019-03-04,129.18
Bitcoin Cash,2019-03-05,122.89
Bitcoin Cash,2019-03-06,131.8467
Bitcoin Cash,2019-03-07,131.145
Bitcoin Cash,2019-03-08,129.9733
Bitcoin Cash,2019-03-09,127.37
Bitcoin Cash,2019-03-10,132.86
Bitcoin Cash,2019-03-11,130.6567
Bitcoin Cash,2019-03-12,128.3367
Bitcoin Cash,2019-03-13,127.995
Bitcoin Cash,2019-03-14,127.435
Bitcoin Cash,2019-03-15,131.915
Bitcoin Cash,2019-03-16,142.72
Bitcoin Cash,2019-03-17,155.405
Bitcoin Cash,2019-03-18,153.89
Bitcoin Cash,2019-03-19,160.4467
Bitcoin Cash,2019-03-20,159.64
Bitcoin Cash,2019-03-21,158.5133
Bitcoin Cash,2019-03-22,152.52
Bitcoin Cash,2019-03-23,155.9933
Bitcoin Cash,2019-03-24,165.24
Bitcoin Cash,2019-03-25,163.6967
Bitcoin Cash,2019-03-26,159.04
Bitcoin Cash,2019-03-27,158.81
Bitcoin Cash,2019-03-28,170.0667
Bitcoin Cash,2019-03-29,167.3133
Bitcoin Cash,2019-03-30,170.1033
Bitcoin Cash,2019-03-31,166.7267
Bitcoin Cash,2019-04-01,168.46
Bitcoin Cash,2019-04-02,167.1833
Bitcoin Cash,2019-04-03,243.065
Bitcoin Cash,2019-04-04,299.23
Bitcoin Cash,2019-04-05,287.3133
Bitcoin Cash,2019-04-06,293.1533
Bitcoin Cash,2019-04-07,305.4967
Bitcoin Cash,2019-04-08,318.9275
Bitcoin Cash,2019-04-09,308.2433
Bitcoin Cash,2019-04-10,294.81
Bitcoin Cash,2019-04-11,305.0075
Bitcoin Cash,2019-04-12,270.5167
Bitcoin Cash,2019-04-13,281.49
Bitcoin Cash,2019-04-14,277.225
Bitcoin Cash,2019-04-15,289.042
Bitcoin Cash,2019-04-16,311.5267
Bitcoin Cash,2019-04-17,316.765
Bitcoin Cash,2019-04-18,309.6133
Bitcoin Cash,2019-04-19,305.87
Bitcoin Cash,2019-04-20,306.2567
Bitcoin Cash,2019-04-21,299.6167
Bitcoin Cash,2019-04-22,289.4067
Bitcoin Cash,2019-04-23,292.04
Bitcoin Cash,2019-04-24,287.7375
Bitcoin Cash,2019-04-25,278.0267
Bitcoin Cash,2019-04-26,264.6967
Bitcoin Cash,2019-04-27,263.225
Bitcoin Cash,2019-04-28,261.3533
Bitcoin Cash,2019-04-29,250.75
Bitcoin Cash,2019-04-30,236.1225
Bitcoin Cash,2019-05-01,266.355
Bitcoin Cash,2019-05-02,268.9967
Bitcoin Cash,2019-05-03,264.8475
Bitcoin Cash,2019-05-04,289.8833
Bitcoin Cash,2019-05-05,288.97
Bitcoin Cash,2019-05-06,291.69
Bitcoin Cash,2019-05-07,287.205
Bitcoin Cash,2019-05-08,279.176
Bitcoin Cash,2019-05-09,285.575
Bitcoin Cash,2019-05-10,283.43
Bitcoin Cash,2019-05-11,286.525
Bitcoin Cash,2019-05-12,356.938
Bitcoin Cash,2019-05-13,355.11
Bitcoin Cash,2019-05-14,383.2667
Bitcoin Cash,2019-05-15,389.94
Bitcoin Cash,2019-05-16,404.5775
Bitcoin Cash,2019-05-17,398.4833
Bitcoin Cash,2019-05-18,368.318
Bitcoin Cash,2019-05-19,356.35
Bitcoin Cash,2019-05-20,415.39
Bitcoin Cash,2019-05-21,415.1125
Bitcoin Cash,2019-05-22,415.878
Bitcoin Cash,2019-05-23,386.535
Bitcoin Cash,2019-05-24,405.1333
Bitcoin Cash,2019-05-25,408.085
Bitcoin Cash,2019-05-26,405.54
Bitcoin Cash,2019-05-27,433.31
Bitcoin Cash,2019-05-28,439.98
Bitcoin Cash,2019-05-29,432.915
Bitcoin Cash,2019-05-30,457.964
Bitcoin Cash,2019-05-31,421.06
Bitcoin Cash,2019-06-01,443.87
Bitcoin Cash,2019-06-02,431.62
Bitcoin Cash,2019-06-03,440.72
Bitcoin Cash,2019-06-04,397.3125
Bitcoin Cash,2019-06-05,383.756
Bitcoin Cash,2019-06-06,395.83
Bitcoin Cash,2019-06-07,397.6625
Bitcoin Cash,2019-06-08,398.156
Bitcoin Cash,2019-06-09,393.825
Bitcoin Cash,2019-06-10,379.705
Bitcoin Cash,2019-06-11,395.2725
Bitcoin Cash,2019-06-12,387.8267
Bitcoin Cash,2019-06-13,397.03
Bitcoin Cash,2019-06-14,412.618
Bitcoin Cash,2019-06-15,421.105
Bitcoin Cash,2019-06-16,423.025
Bitcoin Cash,2019-06-17,427.155
Bitcoin Cash,2019-06-18,431.265
Bitcoin Cash,2019-06-19,413.975
Bitcoin Cash,2019-06-20,415.635
Bitcoin Cash,2019-06-21,413.085
Bitcoin Cash,2019-06-22,440.05
Bitcoin Cash,2019-06-23,480.504
Bitcoin Cash,2019-06-24,474.405
Bitcoin Cash,2019-06-25,478.7975
Bitcoin Cash,2019-06-26,478.0725
Bitcoin Cash,2019-06-27,484.6875
Bitcoin Cash,2019-06-28,413.7625
Bitcoin Cash,2019-06-29,434.494
Bitcoin Cash,2019-06-30,440.632
Bitcoin Cash,2019-07-01,402.5225
Bitcoin Cash,2019-07-02,417.69
Bitcoin Cash,2019-07-03,408.27
Bitcoin Cash,2019-07-04,421.742
Bitcoin Cash,2019-07-05,399.372
Bitcoin Cash,2019-07-06,399.6567
Bitcoin Cash,2019-07-07,405.8275
Bitcoin Cash,2019-07-08,412.1075
Bitcoin Cash,2019-07-09,417.33
Bitcoin Cash,2019-07-10,414.6467
Bitcoin Cash,2019-07-11,388.8875
Bitcoin Cash,2019-07-12,344.082
Bitcoin Cash,2019-07-13,353.042
Bitcoin Cash,2019-07-14,344.33
Bitcoin Cash,2019-07-15,282.44
Bitcoin Cash,2019-07-16,313.57
Bitcoin Cash,2019-07-17,283.03
Bitcoin Cash,2019-07-18,291.6425
Bitcoin Cash,2019-07-19,314.23
Bitcoin Cash,2019-07-20,308.045
Bitcoin Cash,2019-07-21,324.0
Bitcoin Cash,2019-07-22,321.5925
Bitcoin Cash,2019-07-23,309.792
Bitcoin Cash,2019-07-24,296.89
Bitcoin Cash,2019-07-25,301.5875
Bitcoin Cash,2019-07-26,301.77
Bitcoin Cash,2019-07-27,317.372
Bitcoin Cash,2019-07-28,305.25
Bitcoin Cash,2019-07-29,311.192
Bitcoin Cash,2019-07-30,305.6633
Bitcoin Cash,2019-07-31,317.99
Bitcoin Cash,2019-08-01,328.695
Bitcoin Cash,2019-08-02,328.77
Bitcoin Cash,2019-08-03,328.12
Bitcoin Cash,2019-08-04,335.54
Bitcoin Cash,2019-08-05,335.9467
Bitcoin Cash,2019-08-06,346.9075
Bitcoin Cash,2019-08-07,335.1825
Bitcoin Cash,2019-08-08,338.748
Bitcoin Cash,2019-08-09,334.0825
Bitcoin Cash,2019-08-10,315.52
Bitcoin Cash,2019-08-11,315.75
Bitcoin Cash,2019-08-12,338.7
Bitcoin Cash,2019-08-13,329.53
Bitcoin Cash,2019-08-14,347.465
Bitcoin Cash,2019-08-15,311.922
Bitcoin Cash,2019-08-16,313.8
Bitcoin Cash,2019-08-17,309.048
Bitcoin Cash,2019-08-18,306.6175
Bitcoin Cash,2019-08-19,316.8467
Bitcoin Cash,2019-08-20,325.364
Bitcoin Cash,2019-08-21,315.7233
Bitcoin Cash,2019-08-22,305.57
Bitcoin Cash,2019-08-23,311.66
Bitcoin Cash,2019-08-24,315.835
Bitcoin Cash,2019-08-25,306.13
Bitcoin Cash,2019-08-26,305.505
Bitcoin Cash,2019-08-27,311.04
Bitcoin Cash,2019-08-28,308.3367
Bitcoin Cash,2019-08-29,291.995
Bitcoin Cash,2019-08-30,281.426
Bitcoin Cash,2019-08-31,278.734
Bitcoin Cash,2019-09-01,279.2567
Bitcoin Cash,2019-09-02,281.3275
Bitcoin Cash,2019-09-03,293.83
Bitcoin Cash,2019-09-04,300.51
Bitcoin Cash,2019-09-05,294.455
Bitcoin Cash,2019-09-06,292.7233
Bitcoin Cash,2019-09-07,286.7
Bitcoin Cash,2019-09-08,300.085
Bitcoin Cash,2019-09-09,306.1933
Bitcoin Cash,2019-09-10,304.3433
Bitcoin Cash,2019-09-11,303.9767
Bitcoin Cash,2019-09-12,299.5325
Bitcoin Cash,2019-09-13,300.1933
Bitcoin Cash,2019-09-14,298.6733
Bitcoin Cash,2019-09-15,304.6175
Bitcoin Cash,2019-09-16,303.21
Bitcoin Cash,2019-09-17,307.815
Bitcoin Cash,2019-09-18,318.8825
Bitcoin Cash,2019-09-19,323.2867
Bitcoin Cash,2019-09-20,324.04
Bitcoin Cash,2019-09-21,315.698
Bitcoin Cash,2019-09-22,311.725
Bitcoin Cash,2019-09-23,307.2975
Bitcoin Cash,2019-09-24,291.7375
Bitcoin Cash,2019-09-25,224.99
Bitcoin Cash,2019-09-26,227.5675
Bitcoin Cash,2019-09-27,213.97
Bitcoin Cash,2019-09-28,220.3575
Bitcoin Cash,2019-09-29,227.2975
Bitcoin Cash,2019-09-30,218.4367
Bitcoin Cash,2019-10-01,227.358
Bitcoin Cash,2019-10-02,223.035
Bitcoin Cash,2019-10-03,225.2767
Bitcoin Cash,2019-10-04,222.465
Bitcoin Cash,2019-10-05,221.5233
Bitcoin Cash,2019-10-06,222.91
Bitcoin Cash,2019-10-07,220.3767
Bitcoin Cash,2019-10-08,233.0725
Bitcoin Cash,2019-10-09,231.84
